"ID","DATE","YEAR","INDICATOR","MEASURE1","MEASURE2","MEASURE1_DESCRIPTION","MEASURE2_DESCRIPTION","VALUE1","UNITS","NOTE","SOURCE"
"58_2023_05_20_Chicago (Proviso), IL_UP","2023 May 20 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","26","Hours",,"Surface Transportation Board (STB)"
"58_2023_05_20_Houston (Englewood), TX_UP","2023 May 20 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","22","Hours",,"Surface Transportation Board (STB)"
"58_2023_05_20_West Colton, CA_UP","2023 May 20 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","23.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_05_27_Chicago (Proviso), IL_UP","2023 May 27 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","28.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_05_27_Houston (Englewood), TX_UP","2023 May 27 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_05_27_West Colton, CA_UP","2023 May 27 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_03_Chicago (Proviso), IL_UP","2023 Jun 03 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_03_Houston (Englewood), TX_UP","2023 Jun 03 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_03_West Colton, CA_UP","2023 Jun 03 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_10_Chicago (Proviso), IL_UP","2023 Jun 10 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_10_Houston (Englewood), TX_UP","2023 Jun 10 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_10_West Colton, CA_UP","2023 Jun 10 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_17_Chicago (Proviso), IL_UP","2023 Jun 17 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","25.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_17_Houston (Englewood), TX_UP","2023 Jun 17 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_17_West Colton, CA_UP","2023 Jun 17 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","27","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_24_Chicago (Proviso), IL_UP","2023 Jun 24 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","25.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_24_Houston (Englewood), TX_UP","2023 Jun 24 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_06_24_West Colton, CA_UP","2023 Jun 24 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","27.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_01_Chicago (Proviso), IL_UP","2023 Jul 01 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","23.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_01_Houston (Englewood), TX_UP","2023 Jul 01 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","25.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_01_West Colton, CA_UP","2023 Jul 01 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_08_Chicago (Proviso), IL_UP","2023 Jul 08 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","29.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_08_Houston (Englewood), TX_UP","2023 Jul 08 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_08_West Colton, CA_UP","2023 Jul 08 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_15_Chicago (Proviso), IL_UP","2023 Jul 15 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_15_Houston (Englewood), TX_UP","2023 Jul 15 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_15_West Colton, CA_UP","2023 Jul 15 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_22_Chicago (Proviso), IL_UP","2023 Jul 22 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","26.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_22_Houston (Englewood), TX_UP","2023 Jul 22 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_22_West Colton, CA_UP","2023 Jul 22 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","28.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_29_Chicago (Proviso), IL_UP","2023 Jul 29 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","25.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_29_Houston (Englewood), TX_UP","2023 Jul 29 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_07_29_West Colton, CA_UP","2023 Jul 29 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","31.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_05_Chicago (Proviso), IL_UP","2023 Aug 05 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_05_Houston (Englewood), TX_UP","2023 Aug 05 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_05_West Colton, CA_UP","2023 Aug 05 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","29.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_12_Chicago (Proviso), IL_UP","2023 Aug 12 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_12_Houston (Englewood), TX_UP","2023 Aug 12 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_12_West Colton, CA_UP","2023 Aug 12 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","31.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_19_Chicago (Proviso), IL_UP","2023 Aug 19 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_19_Houston (Englewood), TX_UP","2023 Aug 19 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","22.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_19_West Colton, CA_UP","2023 Aug 19 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","29.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_26_Chicago (Proviso), IL_UP","2023 Aug 26 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","23.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_26_Houston (Englewood), TX_UP","2023 Aug 26 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_08_26_West Colton, CA_UP","2023 Aug 26 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","32","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_02_Chicago (Proviso), IL_UP","2023 Sep 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_02_Houston (Englewood), TX_UP","2023 Sep 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","22.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_02_West Colton, CA_UP","2023 Sep 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","32","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_09_Chicago (Proviso), IL_UP","2023 Sep 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_09_Houston (Englewood), TX_UP","2023 Sep 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_09_West Colton, CA_UP","2023 Sep 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","29.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_16_Chicago (Proviso), IL_UP","2023 Sep 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","19.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_16_Houston (Englewood), TX_UP","2023 Sep 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","20.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_16_West Colton, CA_UP","2023 Sep 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_23_Chicago (Proviso), IL_UP","2023 Sep 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","18.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_23_Houston (Englewood), TX_UP","2023 Sep 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_23_West Colton, CA_UP","2023 Sep 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","25.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_30_Chicago (Proviso), IL_UP","2023 Sep 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_30_Houston (Englewood), TX_UP","2023 Sep 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_09_30_West Colton, CA_UP","2023 Sep 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_07_Chicago (Proviso), IL_UP","2023 Oct 07 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_07_Houston (Englewood), TX_UP","2023 Oct 07 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_07_West Colton, CA_UP","2023 Oct 07 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_14_Chicago (Proviso), IL_UP","2023 Oct 14 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","20.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_14_Houston (Englewood), TX_UP","2023 Oct 14 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","25.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_14_West Colton, CA_UP","2023 Oct 14 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_21_Chicago (Proviso), IL_UP","2023 Oct 21 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_21_Houston (Englewood), TX_UP","2023 Oct 21 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_21_West Colton, CA_UP","2023 Oct 21 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_28_Chicago (Proviso), IL_UP","2023 Oct 28 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","26.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_28_Houston (Englewood), TX_UP","2023 Oct 28 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","22.9","Hours",,"Surface Transportation Board (STB)"
"58_2023_10_28_West Colton, CA_UP","2023 Oct 28 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","23.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_04_Chicago (Proviso), IL_UP","2023 Nov 04 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_04_Houston (Englewood), TX_UP","2023 Nov 04 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","20.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_04_West Colton, CA_UP","2023 Nov 04 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","22.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_11_Chicago (Proviso), IL_UP","2023 Nov 11 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","25.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_11_Houston (Englewood), TX_UP","2023 Nov 11 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_11_West Colton, CA_UP","2023 Nov 11 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","26.5","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_18_Chicago (Proviso), IL_UP","2023 Nov 18 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_18_Houston (Englewood), TX_UP","2023 Nov 18 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","22.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_18_West Colton, CA_UP","2023 Nov 18 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","27.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_25_Chicago (Proviso), IL_UP","2023 Nov 25 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","21.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_25_Houston (Englewood), TX_UP","2023 Nov 25 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_11_25_West Colton, CA_UP","2023 Nov 25 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","30","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_02_Chicago (Proviso), IL_UP","2023 Dec 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","21","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_02_Houston (Englewood), TX_UP","2023 Dec 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_02_West Colton, CA_UP","2023 Dec 02 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","21.6","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_09_Chicago (Proviso), IL_UP","2023 Dec 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","24.2","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_09_Houston (Englewood), TX_UP","2023 Dec 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","27.1","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_09_West Colton, CA_UP","2023 Dec 09 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_16_Chicago (Proviso), IL_UP","2023 Dec 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.7","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_16_Houston (Englewood), TX_UP","2023 Dec 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_16_West Colton, CA_UP","2023 Dec 16 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","23.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_23_Chicago (Proviso), IL_UP","2023 Dec 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","21.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_23_Houston (Englewood), TX_UP","2023 Dec 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","23.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_23_West Colton, CA_UP","2023 Dec 23 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.4","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_30_Chicago (Proviso), IL_UP","2023 Dec 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","25.8","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_30_Houston (Englewood), TX_UP","2023 Dec 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.3","Hours",,"Surface Transportation Board (STB)"
"58_2023_12_30_West Colton, CA_UP","2023 Dec 30 12:00:00 AM","2,023","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_06_Chicago (Proviso), IL_UP","2024 Jan 06 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","23.3","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_06_Houston (Englewood), TX_UP","2024 Jan 06 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","20.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_06_West Colton, CA_UP","2024 Jan 06 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","21.7","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_13_Chicago (Proviso), IL_UP","2024 Jan 13 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","26.5","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_13_Houston (Englewood), TX_UP","2024 Jan 13 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","21.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_13_West Colton, CA_UP","2024 Jan 13 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.2","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_20_Chicago (Proviso), IL_UP","2024 Jan 20 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","35.8","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_20_Houston (Englewood), TX_UP","2024 Jan 20 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_20_West Colton, CA_UP","2024 Jan 20 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","25.7","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_27_Chicago (Proviso), IL_UP","2024 Jan 27 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","35.2","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_27_Houston (Englewood), TX_UP","2024 Jan 27 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","26","Hours",,"Surface Transportation Board (STB)"
"58_2024_01_27_West Colton, CA_UP","2024 Jan 27 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.4","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_03_Chicago (Proviso), IL_UP","2024 Feb 03 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","29.2","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_03_Houston (Englewood), TX_UP","2024 Feb 03 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","25.2","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_03_West Colton, CA_UP","2024 Feb 03 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_10_Chicago (Proviso), IL_UP","2024 Feb 10 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","28.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_10_Houston (Englewood), TX_UP","2024 Feb 10 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.1","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_10_West Colton, CA_UP","2024 Feb 10 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","West Colton, CA","UP","Terminal","Railroad name","24.4","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_17_Chicago (Proviso), IL_UP","2024 Feb 17 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Chicago (Proviso), IL","UP","Terminal","Railroad name","22.9","Hours",,"Surface Transportation Board (STB)"
"58_2024_02_17_Houston (Englewood), TX_UP","2024 Feb 17 12:00:00 AM","2,024","Average Dwell Time at Class I Railroad Terminals","Houston (Englewood), TX","UP","Terminal","Railroad name","24.7","Hours",,"Surface Transportation Board (STB)"
